s,w,l,height,delta_amp,generation
1.1367084643922054e-07,3.761837221937153e-07,2.07555319981441e-07,2.3788435378054565e-07,8.288149675711221,1
1.316281157776309e-07,3e-07,1.6362350422436535e-07,2.6866946767855593e-07,1.0865480777101955,1
1.0619236903716692e-07,4.4314398862331307e-07,1.956088867298736e-07,2.261539306084649e-07,14.597271522247466,1
1.0683059268311225e-07,6.140430182653065e-07,1.2263591619209926e-07,1.503921037259901e-07,10.769534158011458,1
1.661222489677926e-07,5.021318385040194e-07,1.3686196619688212e-07,2.238085907348513e-07,9.61427679436222,1
2.069070834194788e-07,6.091208621764189e-07,1e-07,2.9095236953395905e-07,16.26571686899252,1
1.1231077952322151e-07,5.076746454152156e-07,1.0871459284748752e-07,2.9300058277657234e-07,14.328300463883146,1
1.1842403280122861e-07,6.84600742672276e-07,1.1870998167913211e-07,1.5730762064630935e-07,11.17872082449526,1
1e-07,6.952296032861384e-07,1.0240390653014688e-07,3e-07,34.07337314807124,1
2.349336952813783e-07,6.955763022580058e-07,1.0054829948925034e-07,2.6530116188808546e-07,22.304501530798916,1
1.5402451616658377e-07,4.0985723765278683e-07,1.0449576621113193e-07,1.829313400695533e-07,0.9991873513361353,1
1.8402652958390645e-07,5.779492585512064e-07,1.2340562523676194e-07,1.674493506718896e-07,7.861069550455957,1
1.0088304782294111e-07,3e-07,1.987732537406796e-07,3e-07,3.7507365672203443,1
1.406064330275029e-07,5.719975631087657e-07,1e-07,2.995252093218884e-07,17.100684179958396,1
2.2347218829151253e-07,5.997770555671879e-07,1.4776764326779395e-07,2.419116757521744e-07,11.354971201296898,1
1.2797047101276496e-07,5.96388835825004e-07,2.4859711770187777e-07,2.0577317482183252e-07,0.4165997645760058,1
2.1138435556711106e-07,3.7533889666974444e-07,1.5496967528261128e-07,2.511454941828544e-07,2.7508111688891717,1
2.0702408930819905e-07,3.82247175502816e-07,2.4162954127668464e-07,1.6213988968259692e-07,4.931192052875671,1
1.490843505162064e-07,4.1746729147882387e-07,1.8566379970954992e-07,2.086621690130971e-07,6.650942541377014,1
2.2122355993934518e-07,3.9193928205735217e-07,1e-07,2.505316551672621e-07,0.706806392799689,1
1.8029562583133177e-07,3.317989932011649e-07,1.490135945259951e-07,1.8940509415830158e-07,0.5338357414352699,1
1.5629387348518084e-07,5.368173050684725e-07,1.4745289041040024e-07,2.619353583385884e-07,19.252754287928486,1
1.5884310042767205e-07,5.563790928184471e-07,1.7889403296694777e-07,2.48893492517556e-07,11.646291942829029,1
2.395544343891907e-07,5.444515400329611e-07,1.398541603195654e-07,2.7659843904540835e-07,15.296173450108856,1
1.668368441010035e-07,4.42401752672889e-07,1.57531251863064e-07,2.476457973547398e-07,10.441624179056113,1
1.4255979652557423e-07,6.99207205358425e-07,1e-07,1.502585711936517e-07,5.704937050519035,1
1.6050643433891237e-07,4.869470046285915e-07,1e-07,2.2078655006048497e-07,4.39802790598285,1
1.0458850620616486e-07,6.237985083177393e-07,1.2990586000897775e-07,1.6605683826801725e-07,13.590070686953855,1
1e-07,7e-07,1.6147521261149303e-07,2.4288612791890613e-07,6.082743271298504,1
1.0478256751236013e-07,6.062772376735538e-07,1.564234847736973e-07,2.361328868765655e-07,21.541422726198018,1
